kext,Esc
1.000000000000000e-10,9.999999403953552e-01
1.384886371393875e-10,1.000000000000000e+00
1.917910261672485e-10,1.000000000000000e+00
2.656087782946684e-10,9.999999403953552e-01
3.678379771828634e-10,1.000000000000000e+00
5.094138014816385e-10,9.999999403953552e-01
7.054802310718631e-10,9.999999403953552e-01
9.770099572992246e-10,9.999998807907104e-01
1.353047774579807e-09,9.999999403953552e-01
1.873817422860387e-09,9.999998807907104e-01
2.595024211399732e-09,9.999999403953552e-01
3.593813663804626e-09,9.999998807907104e-01
4.977023564332114e-09,9.999997615814209e-01
6.892612104349681e-09,9.999996423721313e-01
9.545484566618328e-09,9.999994039535522e-01
1.321941148466029e-08,9.999995827674866e-01
1.830738280295370e-08,9.999988079071045e-01
2.535364493970111e-08,9.999988079071045e-01
3.511191734215128e-08,9.999980330467224e-01
4.862601580065354e-08,9.999963045120239e-01
6.734150657750828e-08,9.999950528144836e-01
9.326033468832200e-08,9.999938607215881e-01
1.291549665014883e-07,9.999918341636658e-01
1.788649529057435e-07,9.999896883964539e-01
2.477076355991709e-07,9.999831914901733e-01
3.430469286314912e-07,9.999796152114868e-01
4.750810162102793e-07,9.999725222587585e-01
6.579332246575682e-07,9.999603033065796e-01
9.111627561154887e-07,9.999472498893738e-01
1.261856883066021e-06,9.999265074729919e-01
1.747528400007683e-06,9.998978972434998e-01
2.420128264794383e-06,9.998578429222107e-01
3.351602650938841e-06,9.998117685317993e-01
4.641588833612773e-06,9.997259974479675e-01
6.428073117284319e-06,9.996233582496643e-01
8.902150854450375e-06,9.994708299636841e-01
1.232846739442066e-05,9.992935061454773e-01
1.707352647470689e-05,9.990014433860779e-01
2.364489412645407e-05,9.986345171928406e-01
3.274549162877725e-05,9.980950951576233e-01
4.534878508128582e-05,9.973719120025635e-01
6.280291441834246e-05,9.963400363922119e-01
8.697490026177834e-05,9.949915409088135e-01
1.204503540258781e-04,9.929960370063782e-01
1.668100537200059e-04,9.903493523597717e-01
2.310129700083158e-04,9.867276549339294e-01
3.199267137797384e-04,9.816477894783020e-01
4.430621457583878e-04,9.747285246849060e-01
6.135907273413163e-04,9.652377367019653e-01
8.497534359086438e-04,9.525274634361267e-01
1.176811952434997e-03,9.351180195808411e-01
1.629750834620644e-03,9.118827581405640e-01
2.257019719633917e-03,8.812376260757446e-01
3.125715849688235e-03,8.413997292518616e-01
4.328761281083053e-03,7.911561131477356e-01
5.994842503189409e-03,7.290498614311218e-01
8.302175681319735e-03,6.556796431541443e-01
1.149756995397736e-02,5.724812150001526e-01
1.592282793341094e-02,4.835068583488464e-01
2.205130739903041e-02,3.945735096931458e-01
3.053855508833412e-02,3.119140267372131e-01
4.229242874389499e-02,2.397730350494385e-01
5.857020818056673e-02,1.807486414909363e-01
8.111308307896856e-02,1.344086527824402e-01
1.123324032978027e-01,9.929567575454712e-02
1.555676143930472e-01,7.264626026153564e-02
2.154434690031878e-01,5.314332246780396e-02
2.983647240283334e-01,3.871923685073853e-02
4.132012400115335e-01,2.806216478347778e-02
5.722367659350220e-01,2.034825086593628e-02
7.924828983539153e-01,1.478987932205200e-02
1.097498765493055e+00,1.069289445877075e-02
1.519911082952933e+00,7.712304592132568e-03
2.104904144512022e+00,5.599200725555420e-03
2.915053062825170e+00,4.024505615234375e-03
4.037017258596550e+00,2.929747104644775e-03
5.590810182512223e+00,2.117812633514404e-03
7.742636826811277e+00,1.538932323455811e-03
1.072267222010321e+01,1.093268394470215e-03
1.484968262254464e+01,7.784962654113770e-04
2.056512308348652e+01,5.771517753601074e-04
2.848035868435793e+01,4.169940948486328e-04
3.944206059437648e+01,2.944469451904297e-04
5.462277217684337e+01,2.140402793884277e-04
7.564633275546291e+01,1.538991928100586e-04
1.047615752789662e+02,1.195669174194336e-04
1.450828778495937e+02,8.022785186767578e-05
2.009233002565046e+02,6.085634231567383e-05
2.782559402207126e+02,4.255771636962891e-05
3.853528593710520e+02,3.069639205932617e-05
5.336699231206302e+02,2.032518386840820e-05
7.390722033525775e+02,1.424551010131836e-05
1.023531021899027e+03,1.090764999389648e-05
1.417474162926802e+03,8.046627044677734e-06
1.963040650040268e+03,6.496906280517578e-06
2.718588242732940e+03,3.993511199951172e-06
3.764935806792456e+03,3.337860107421875e-06
5.214008287999673e+03,2.205371856689453e-06
7.220809018385457e+03,1.311302185058594e-06
1.000000000000000e+04,1.549720764160156e-06
