kext,Esc
1.000000000000000e-10,9.999998807907104e-01
1.384886371393875e-10,9.999999403953552e-01
1.917910261672485e-10,9.999999403953552e-01
2.656087782946684e-10,1.000000000000000e+00
3.678379771828634e-10,9.999998807907104e-01
5.094138014816385e-10,1.000000000000000e+00
7.054802310718631e-10,1.000000000000000e+00
9.770099572992246e-10,9.999998807907104e-01
1.353047774579807e-09,1.000000000000000e+00
1.873817422860387e-09,1.000000000000000e+00
2.595024211399732e-09,9.999998807907104e-01
3.593813663804626e-09,9.999998211860657e-01
4.977023564332114e-09,9.999998211860657e-01
6.892612104349681e-09,9.999996423721313e-01
9.545484566618328e-09,9.999998211860657e-01
1.321941148466029e-08,9.999993443489075e-01
1.830738280295370e-08,9.999994635581970e-01
2.535364493970111e-08,9.999992847442627e-01
3.511191734215128e-08,9.999989867210388e-01
4.862601580065354e-08,9.999989271163940e-01
6.734150657750828e-08,9.999973177909851e-01
9.326033468832200e-08,9.999967813491821e-01
1.291549665014883e-07,9.999963045120239e-01
1.788649529057435e-07,9.999949336051941e-01
2.477076355991709e-07,9.999907612800598e-01
3.430469286314912e-07,9.999893903732300e-01
4.750810162102793e-07,9.999828934669495e-01
6.579332246575682e-07,9.999776482582092e-01
9.111627561154887e-07,9.999682903289795e-01
1.261856883066021e-06,9.999560117721558e-01
1.747528400007683e-06,9.999364614486694e-01
2.420128264794383e-06,9.999144077301025e-01
3.351602650938841e-06,9.998890161514282e-01
4.641588833612773e-06,9.998391866683960e-01
6.428073117284319e-06,9.997797608375549e-01
8.902150854450375e-06,9.996997714042664e-01
1.232846739442066e-05,9.995706081390381e-01
1.707352647470689e-05,9.994156956672668e-01
2.364489412645407e-05,9.992021322250366e-01
3.274549162877725e-05,9.988886713981628e-01
4.534878508128582e-05,9.984405040740967e-01
6.280291441834246e-05,9.978553056716919e-01
8.697490026177834e-05,9.970346689224243e-01
1.204503540258781e-04,9.959133267402649e-01
1.668100537200059e-04,9.943374991416931e-01
2.310129700083158e-04,9.921932220458984e-01
3.199267137797384e-04,9.891462326049805e-01
4.430621457583878e-04,9.850124716758728e-01
6.135907273413163e-04,9.793831706047058e-01
8.497534359086438e-04,9.715704917907715e-01
1.176811952434997e-03,9.608784914016724e-01
1.629750834620644e-03,9.466084837913513e-01
2.257019719633917e-03,9.272208809852600e-01
3.125715849688235e-03,9.015015959739685e-01
4.328761281083053e-03,8.677815198898315e-01
5.994842503189409e-03,8.238965868949890e-01
8.302175681319735e-03,7.689539790153503e-01
1.149756995397736e-02,7.021017670631409e-01
1.592282793341094e-02,6.243638992309570e-01
2.205130739903041e-02,5.382044911384583e-01
3.053855508833412e-02,4.486119747161865e-01
4.229242874389499e-02,3.615008592605591e-01
5.857020818056673e-02,2.826877832412720e-01
8.111308307896856e-02,2.157394289970398e-01
1.123324032978027e-01,1.619715690612793e-01
1.555676143930472e-01,1.200829148292542e-01
2.154434690031878e-01,8.829081058502197e-02
2.983647240283334e-01,6.471347808837891e-02
4.132012400115335e-01,4.716908931732178e-02
5.722367659350220e-01,3.428006172180176e-02
7.924828983539153e-01,2.493077516555786e-02
1.097498765493055e+00,1.798272132873535e-02
1.519911082952933e+00,1.304507255554199e-02
2.104904144512022e+00,9.467542171478271e-03
2.915053062825170e+00,6.853103637695312e-03
4.037017258596550e+00,4.931449890136719e-03
5.590810182512223e+00,3.578901290893555e-03
7.742636826811277e+00,2.588331699371338e-03
1.072267222010321e+01,1.874744892120361e-03
1.484968262254464e+01,1.337468624114990e-03
2.056512308348652e+01,9.805560111999512e-04
2.848035868435793e+01,6.961226463317871e-04
3.944206059437648e+01,5.097985267639160e-04
5.462277217684337e+01,3.709793090820312e-04
7.564633275546291e+01,2.671480178833008e-04
1.047615752789662e+02,1.894831657409668e-04
1.450828778495937e+02,1.380443572998047e-04
2.009233002565046e+02,9.661912918090820e-05
2.782559402207126e+02,7.146596908569336e-05
3.853528593710520e+02,4.935264587402344e-05
5.336699231206302e+02,3.957748413085938e-05
7.390722033525775e+02,2.658367156982422e-05
1.023531021899027e+03,2.044439315795898e-05
1.417474162926802e+03,1.484155654907227e-05
1.963040650040268e+03,9.596347808837891e-06
2.718588242732940e+03,6.496906280517578e-06
3.764935806792456e+03,6.198883056640625e-06
5.214008287999673e+03,3.814697265625000e-06
7.220809018385457e+03,3.099441528320312e-06
1.000000000000000e+04,2.384185791015625e-06
