z,heating_rate
25,-0.0224697
75,-0.0189379
125,-0.0168169
175,-0.0150603
225,-0.0135284
275,-0.0121114
325,-0.0108327
375,-0.00963108
425,-0.00852961
475,-0.00748845
525,-0.00652799
575,-0.00561738
625,-0.00476933
675,-0.00396769
725,-0.00321466
775,-0.00250293
825,-0.00182668
875,-0.00119143
925,-0.000583065
975,-1.46174e-05
1025,0.000537502
1075,0.00104807
1125,0.00154906
1175,0.00200632
1225,0.00245914
1275,0.002865
1325,0.00326781
1375,0.00362119
1425,0.00396771
1475,0.00473797
1525,0.0112132
1575,0.0171158
1625,0.0148968
1675,0.00933203
1725,0.00530789
1775,0.00322168
1825,0.00226044
1875,0.00207842
1925,0.00195163
1975,0.00225482
2025,0.00227366
2075,0.00237789
2125,0.00242345
2175,0.00261547
2225,0.00274088
2275,0.00270023
2325,0.00289678
2375,0.00333776
2425,0.00432333
2475,0.00466858
2525,0.00472233
2575,0.00476655
2625,0.00415892
2675,0.00344518
2725,0.00194296
2775,0.000705934
2825,-0.000257413
2875,-0.000524067
2925,-0.000450022
2975,-0.000146825
3025,0.000303211
3075,0.00064803
3125,0.000688118
3175,0.00083387
3225,0.00109692
3275,0.00117737
3325,0.00130731
3375,0.00140142
3425,0.00142194
3475,0.00156567
3525,0.0016292
3575,0.00167703
3625,0.00170616
3675,0.00175963
3725,0.00180268
3775,0.00184782
3825,0.00189449
3875,0.00194894
3925,0.00201284
3975,0.0020759
4025,0.00214059
4075,0.00220435
4125,0.00226051
4175,0.0023174
4225,0.00236652
4275,0.00240819
4325,0.0024468
4375,0.00247458
4425,0.0024985
4475,0.00251985
4525,0.00253288
4575,0.00254284
4625,0.00255331
4675,0.00255708
4725,0.00255797
4775,0.00255922
4825,0.00255716
4875,0.00255715
4925,0.00256193
4975,0.00256542
5025,0.00256985
5075,0.00257842
5125,0.00258564
5175,0.00259378
5225,0.00260857
5275,0.0026252
5325,0.00264514
5375,0.00266826
5425,0.00268621
5475,0.00270687
5525,0.00273099
5575,0.00275544
5625,0.00278441
5675,0.00280976
5725,0.0028346
5775,0.00286049
5825,0.00288302
5875,0.0029093
5925,0.0029329
5975,0.00295626
6025,0.00297983
6075,0.00299846
6125,0.00301572
6175,0.00302864
6225,0.00304139
6275,0.00305333
6325,0.00305423
6375,0.00303353
6409.67,0.000957102
6690.35,0.00192615
6970.79,0.00207034
7251.04,0.00212632
7531.27,0.00212347
7811.65,0.0020795
8092.45,0.00199065
8373.88,0.00189028
8655.95,0.00182023
8938.65,0.00174606
9222.22,0.00164919
9507.06,0.00152586
9793.87,0.00135234
10083.7,0.00112034
10377.1,0.000885699
10674.3,0.000708953
10974.6,0.000571656
11278.1,0.000455049
11584.5,0.000351026
11893.7,0.000288615
12205.2,0.000262853
12518.6,0.000252546
12834,0.000231932
13151.7,0.000183467
13472.3,0.000119093
13796.1,5.0427e-05
14123.3,-9.41166e-06
14453.6,-4.37154e-05
14786.5,-5.61977e-05
15121.6,-5.4981e-05
15458.7,-5.1575e-05
15797.8,-5.53136e-05
16139.1,-1.55415e-07
16483.3,-1.62402e-07
16830.8,-1.87383e-07
17181.6,-1.98557e-07
17535.5,-1.4987e-07
17892.6,-5.36554e-08
18254.1,-3.91655e-09
18621.8,-4.28338e-08
18997.3,-1.19343e-07
19381.7,-1.23988e-07
19774.9,-2.65999e-08
20177,9.07517e-08
20588.7,1.70393e-07
21010.5,1.99768e-07
21443.3,1.95008e-07
21887.6,1.75801e-07
22343.7,1.67694e-07
22811.6,1.87973e-07
23291.5,2.2671e-07
23784,2.43153e-07
24290.1,2.40853e-07
24810.4,2.39512e-07
25345.8,2.26333e-07
25897.4,1.80568e-07
26467.1,8.50436e-08
27056.3,3.28979e-08
27664.2,6.6771e-08
28290.6,8.41501e-08
28938,3.73186e-08
29609.6,-4.13297e-08
30306.9,-8.16939e-08
31030.3,-8.89201e-08
31780.4,-8.93622e-08
32558.4,-8.41517e-08
33365.8,-7.83201e-08
34205.9,-1.01947e-07
35087.9,-1.71095e-07
36021,-1.91151e-07
37006.8,-1.64319e-07
38047.9,-1.50301e-07
39155.3,-1.2395e-07
40334.3,-8.24933e-08
41583.1,-5.06314e-08
42906.9,-4.06366e-08
44312.5,-3.17735e-08
45804,-2.40965e-08
47381.4,-1.74895e-08
49039.3,-1.17674e-08
50772.1,-7.67826e-09
