z,heating_rate
25,-0.0137297
75,0.00537972
125,0.00111078
175,0.000404316
225,0.000151074
275,0.000137675
325,6.33105e-05
375,7.0345e-05
425,4.38819e-05
475,6.49854e-05
525,2.8808e-05
575,4.68967e-05
625,4.38819e-05
675,4.42169e-05
725,3.18227e-05
775,2.57932e-05
825,4.65617e-05
875,3.91922e-05
925,5.09164e-05
975,2.8808e-05
1025,6.76652e-05
1075,3.61774e-05
1125,8.64239e-05
1175,4.99115e-05
1225,0.000122266
1275,7.83844e-05
1325,0.000165478
1375,0.000136
1425,0.00021874
1475,0.000261951
1525,0.000397282
1575,0.000244533
1625,3.61774e-05
1675,-8.4749e-05
1725,-0.000162798
1775,-0.000103173
1825,-0.000134325
1875,-9.8818e-05
1925,-3.95272e-05
1975,-0.000107192
2025,-7.26899e-05
2075,-0.000121596
2125,-0.000138345
2175,-0.000164808
2225,-0.000242858
2275,-0.000215725
2325,-0.000228454
2375,-0.000156769
2425,-6.16356e-05
2475,8.30741e-05
2525,0.000406661
2575,0.00013935
2625,0.000217735
2675,0.000153084
2725,-5.25913e-05
2775,-0.000361104
2825,-0.000766426
2875,-0.00124109
2925,-0.00169029
2975,-0.00208121
3025,-0.00240044
3075,-0.00255419
3125,-0.00252338
3175,-0.00237465
3225,-0.00215323
3275,-0.00189798
3325,-0.00164959
3375,-0.00154592
3425,-0.00153922
3475,-0.0014486
3525,-0.00134526
3575,-0.00141946
3625,-0.00144927
3675,-0.00139652
3725,-0.00134376
3775,-0.00122853
3825,-0.00114428
3875,-0.00108666
3925,-0.00100845
3975,-0.000922357
4025,-0.00094614
4075,-0.000974781
4125,-0.00100962
4175,-0.000990357
4225,-0.000900249
4275,-0.00081014
4325,-0.000748169
4375,-0.000756209
4425,-0.000787194
4475,-0.000868091
4525,-0.00098148
4575,-0.00113925
4625,-0.00124594
4675,-0.0013389
4725,-0.00144526
4775,-0.00153788
4825,-0.00161609
4875,-0.00162346
4925,-0.00153871
4975,-0.00150723
5025,-0.00152799
5075,-0.00152833
5125,-0.00151192
5175,-0.00148964
5225,-0.00144626
5275,-0.00143571
5325,-0.00146954
5375,-0.00153453
5425,-0.00165562
5475,-0.00155345
5525,-0.00126303
5575,-0.000998899
5625,-0.000735775
5675,-0.000477844
5725,-0.000177872
5775,0.000197971
5825,0.000678494
5875,0.00133471
5925,0.00214351
5975,0.00314442
6025,0.00439154
6075,0.00590295
6125,0.00774097
6175,0.0101183
6225,0.0132408
6275,0.0173456
6325,0.0227219
6375,0.0303691
6409.67,-0.0257978
6690.35,-0.0102098
6970.79,-0.00261694
7251.04,-0.000251981
7531.27,0.000863508
7811.65,0.00172852
8092.45,0.00156953
8373.88,0.00103147
8655.95,0.00203631
8938.65,0.00364579
9222.22,0.00516367
9507.06,0.00645573
9793.87,0.00601841
10083.7,0.00292226
10377.1,-0.000342637
10674.3,-0.00120649
10974.6,-0.00139697
11278.1,-0.00186317
11584.5,-0.00278767
11893.7,-0.0025444
12205.2,-0.00121014
12518.6,0.000574037
12834,0.00168101
13151.7,0.00132164
13472.3,0.000123465
13796.1,-0.00148743
14123.3,-0.00293834
14453.6,-0.00344236
14786.5,-0.00321168
15121.6,-0.00250178
15458.7,-0.00178771
15797.8,-0.00137821
16139.1,-0.00175351
16483.3,-0.00302548
16830.8,-0.00436745
17181.6,-0.00498917
17535.5,-0.00428718
17892.6,-0.00335763
18254.1,-0.00336087
18621.8,-0.00432647
18997.3,-0.00560662
19381.7,-0.00601499
19774.9,-0.00561504
20177,-0.0051538
20588.7,-0.00499728
21010.5,-0.00508592
21443.3,-0.00525128
21887.6,-0.00538957
22343.7,-0.00539438
22811.6,-0.00521709
23291.5,-0.00495294
23784,-0.00475277
24290.1,-0.00458566
24810.4,-0.00434949
25345.8,-0.0041178
25897.4,-0.00396187
26467.1,-0.00393133
27056.3,-0.00375528
27664.2,-0.00330772
28290.6,-0.00290537
28938,-0.00266161
29609.6,-0.00251813
30306.9,-0.00228576
31030.3,-0.00200451
31780.4,-0.0017308
32558.4,-0.00147779
33365.8,-0.00124394
34205.9,-0.00109354
35087.9,-0.0010939
36021,-0.00110028
37006.8,-0.00099981
38047.9,-0.000944093
39155.3,-0.000931372
40334.3,-0.000843671
41583.1,-0.000721447
42906.9,-0.000633177
44312.5,-0.000537058
45804,-0.000444683
47381.4,-0.000343767
49039.3,-0.000249441
50772.1,-0.000170784
