z,heating_rate
25,-0.148562
75,-0.10466
125,-0.0841259
175,-0.0730094
225,-0.0587417
275,-0.0501332
325,-0.0482654
375,-0.0437987
425,-0.0353364
475,-0.0323677
525,-0.032825
575,-0.0280318
625,-0.0293374
675,-0.0223017
725,-0.0210277
775,-0.0205177
825,-0.015829
875,-0.0171443
925,-0.0165688
975,-0.013598
1025,-0.0096946
1075,-0.0104147
1125,-0.00889489
1175,-0.00540392
1225,-0.00337938
1275,-0.00215228
1325,0.000324411
1375,0.00428752
1425,0.00669352
1475,0.0036413
1525,0.0153698
1575,0.023908
1625,0.0232225
1675,0.00484584
1725,-0.00968953
1775,-0.0173916
1825,-0.0173582
1875,-0.0183417
1925,-0.018663
1975,-0.015475
2025,-0.0147788
2075,-0.0159913
2125,-0.0219958
2175,-0.0207802
2225,-0.0113523
2275,-0.0184007
2325,-0.0172499
2375,-0.0134893
2425,-0.0072657
2475,-0.00925575
2525,-0.0135519
2575,-0.014206
2625,-0.013099
2675,-0.0221477
2725,-0.032218
2775,-0.0309204
2825,-0.0374655
2875,-0.045561
2925,-0.0483378
2975,-0.0482149
3025,-0.0503509
3075,-0.0498935
3125,-0.0513274
3175,-0.05305
3225,-0.0516565
3275,-0.0509895
3325,-0.0484465
3375,-0.0521077
3425,-0.0527192
3475,-0.0492709
3525,-0.0502606
3575,-0.0502069
3625,-0.0486233
3675,-0.0486948
3725,-0.0486902
3775,-0.0484737
3825,-0.0474999
3875,-0.0473968
3925,-0.0460117
3975,-0.0442947
4025,-0.043218
4075,-0.0419795
4125,-0.0419767
4175,-0.0385678
4225,-0.0379081
4275,-0.0373722
4325,-0.0378697
4375,-0.0352698
4425,-0.0356644
4475,-0.0365094
4525,-0.0359649
4575,-0.0351718
4625,-0.037819
4675,-0.0353869
4725,-0.0365187
4775,-0.0370757
4825,-0.0372644
4875,-0.0368987
4925,-0.0353467
4975,-0.0367786
5025,-0.0352293
5075,-0.0373745
5125,-0.0353409
5175,-0.0334707
5225,-0.0339088
5275,-0.0330334
5325,-0.0317456
5375,-0.0315825
5425,-0.0307895
5475,-0.0297964
5525,-0.0276833
5575,-0.0269383
5625,-0.0244888
5675,-0.0234227
5725,-0.021556
5775,-0.0212769
5825,-0.0198699
5875,-0.0176451
5925,-0.0159964
5975,-0.0136259
6025,-0.0123292
6075,-0.0116662
6125,-0.00911063
6175,-0.00830873
6225,-0.0060241
6275,-0.00577278
6325,-0.00301649
6375,-0.00251311
6409.67,-0.0365355
6690.35,-0.0387839
6970.79,-0.0292706
7251.04,-0.0219131
7531.27,-0.0170114
7811.65,-0.0132272
8092.45,-0.0111467
8373.88,-0.00965514
8655.95,-0.00719396
8938.65,-0.00507226
9222.22,-0.00431841
9507.06,-0.00449718
9793.87,-0.00698763
10083.7,-0.0117499
10377.1,-0.0168782
10674.3,-0.0197027
10974.6,-0.0213789
11278.1,-0.0225188
11584.5,-0.023261
11893.7,-0.0226449
12205.2,-0.0210886
12518.6,-0.0193754
12834,-0.0180705
13151.7,-0.017649
13472.3,-0.0176369
13796.1,-0.0178909
14123.3,-0.0178594
14453.6,-0.0171993
14786.5,-0.0159902
15121.6,-0.0146967
15458.7,-0.0131455
15797.8,-0.011888
16139.1,-0.0112587
16483.3,-0.0107329
16830.8,-0.0104038
17181.6,-0.00986214
17535.5,-0.00899885
17892.6,-0.00797584
18254.1,-0.00740462
18621.8,-0.00721848
18997.3,-0.00724583
19381.7,-0.00682916
19774.9,-0.00618806
20177,-0.00552998
20588.7,-0.00503483
21010.5,-0.00469012
21443.3,-0.00435938
21887.6,-0.00401941
22343.7,-0.00367954
22811.6,-0.00333455
23291.5,-0.00294683
23784,-0.00270537
24290.1,-0.00242464
24810.4,-0.00213121
25345.8,-0.00183293
25897.4,-0.0015825
26467.1,-0.00141462
27056.3,-0.0012968
27664.2,-0.00109668
28290.6,-0.000921465
28938,-0.000834239
29609.6,-0.000729036
30306.9,-0.000630138
31030.3,-0.000520753
31780.4,-0.000414043
32558.4,-0.000323742
33365.8,-0.000258586
34205.9,-0.000215232
35087.9,-0.000243956
36021,-0.000264256
37006.8,-0.00024181
38047.9,-0.000227863
39155.3,-0.000213675
40334.3,-0.000180532
41583.1,-0.000141535
42906.9,-0.000112963
44312.5,-8.98954e-05
45804,-6.95512e-05
47381.4,-4.83869e-05
49039.3,-2.91542e-05
50772.1,-1.78861e-05
