z,heating_rate
25,1.86201
75,-0.912013
125,-0.0266033
175,0.00523617
225,0.0052543
275,-0.0902175
325,-0.549072
375,0.73827
425,0.46354
475,-0.612652
525,0.154559
575,-0.0788238
625,-0.0205259
675,-0.0033818
725,-0.00605838
775,0.00706352
825,-0.00372225
875,0.00421995
925,-0.00258093
975,0.00457175
1025,-0.00596922
1075,0.0057309
1125,0.00135856
1175,0.00832156
1225,-0.0125691
1275,0.00630156
1325,-0.000564172
1375,0.000726292
1425,-0.00178817
1475,0.00793572
1525,0.000188057
1575,-0.014795
1625,-0.00602271
1675,0.0202422
1725,-0.0221389
1775,-0.144321
1825,0.181654
1875,0.0680672
1925,-0.0623541
1975,-0.0771151
2025,-0.000888412
2075,0.097508
2125,-0.0199974
2175,-0.0104631
2225,-0.00217726
2275,0.00896679
2325,-0.0160595
2375,-0.00351636
2425,0.00273819
2475,0.00156282
2525,-0.00872361
2575,0.000517158
2625,0.000666309
2675,0.0195483
2725,-0.0120325
2775,0.0200768
2825,-0.00254202
2875,0.00422157
2925,-0.00917268
2975,-0.000838156
3025,-0.00465281
3075,0.00334775
3125,-0.00267658
3175,0.00498515
3225,-0.00487005
3275,-0.00243178
3325,0.0110792
3375,-0.00699867
3425,-0.00790005
3475,-0.00565795
3525,0.00613458
3575,0.000569037
3625,0.001913
3675,-0.000909487
3725,-0.00295705
3775,0.000969471
3825,0.0013618
3875,2.43161e-05
3925,-0.00713647
3975,0.0117488
4025,-0.00778332
4075,0.00380169
4125,-0.0064426
4175,-0.00239936
4225,0.00337856
4275,0.00507108
4325,-0.00702137
4375,0.0042848
4425,-0.000363146
4475,0.00138774
4525,-0.00411458
4575,0.00479061
4625,0.000186436
4675,0.000308025
4725,-0.00155634
4775,-0.00536451
4825,0.00909811
4875,-0.00398164
4925,0.00390706
4975,-0.0077201
5025,0.00560283
5075,-0.00182546
5125,0.00370441
5175,-0.00380493
5225,-0.00421671
5275,-0.0109187
5325,0.0052721
5375,0.00823239
5425,-0.0056547
5475,0.00283222
5525,-0.00920835
5575,0.00428966
5625,-0.00434965
5675,0.00629021
5725,-0.00126939
5775,0.000808973
5825,-0.00354716
5875,-0.000496083
5925,-0.007498
5975,0.00210917
6025,-0.00032748
6075,0.00651393
6125,-0.00118185
6175,0.00268307
6225,0.00359255
6275,0.023003
6325,0.0528994
6375,0.228513
6409.67,-0.131189
6690.35,-0.00466532
6970.79,0.00250922
7251.04,0.00342957
7531.27,0.00233006
7811.65,0.00258285
8092.45,0.00297845
8373.88,-0.00203523
8655.95,0.000902863
8938.65,0.00307462
9222.22,0.00503788
9507.06,0.00778557
9793.87,0.00959561
10083.7,0.00247316
10377.1,-0.00466103
10674.3,-0.0014086
10974.6,-0.000658053
11278.1,-0.00174041
11584.5,-0.00371856
11893.7,-0.00386801
12205.2,-0.00328141
12518.6,0.00175275
12834,0.0054954
13151.7,0.00391324
13472.3,0.00256578
13796.1,-0.00191484
14123.3,-0.0030904
14453.6,-0.00575108
14786.5,-0.00438304
15121.6,-0.00146164
15458.7,0.000509807
15797.8,0.0038972
16139.1,0.00388864
16483.3,0.00014814
16830.8,-0.00570382
17181.6,-0.0069357
17535.5,-0.00253363
17892.6,0.00133743
18254.1,0.00220905
18621.8,-0.00188941
18997.3,-0.00798173
19381.7,-0.00943986
19774.9,-0.00747224
20177,-0.0071536
20588.7,-0.00638237
21010.5,-0.00806583
21443.3,-0.00955107
21887.6,-0.0113684
22343.7,-0.0124108
22811.6,-0.0131397
23291.5,-0.0127245
23784,-0.0128713
24290.1,-0.0130024
24810.4,-0.0126087
25345.8,-0.0122742
25897.4,-0.0121599
26467.1,-0.012169
27056.3,-0.0118193
27664.2,-0.0104469
28290.6,-0.009072
28938,-0.0081883
29609.6,-0.00768047
30306.9,-0.00700624
31030.3,-0.00602085
31780.4,-0.00503946
32558.4,-0.00420567
33365.8,-0.00351087
34205.9,-0.00298539
35087.9,-0.00277805
36021,-0.00248571
37006.8,-0.00203754
38047.9,-0.00173103
39155.3,-0.00148081
40334.3,-0.00115795
41583.1,-0.000866468
42906.9,-0.000680831
44312.5,-0.000504276
45804,-0.000349052
47381.4,-0.000259635
49039.3,-0.000173578
50772.1,-0.000106624
