z,heating_rate
25,-0.0286132
75,-0.0229844
125,-0.0196062
175,-0.0195329
225,-0.0123271
275,-0.0111859
325,-0.0112887
375,-0.0115618
425,-0.00651313
475,-0.00681242
525,-0.004431
575,-0.00628581
625,-0.0028314
675,-0.00569868
725,-0.00362442
775,-0.000240724
825,0.000326153
875,0.000550445
925,-0.00083781
975,0.00256485
1025,0.00364968
1075,0.0029862
1125,0.00491004
1175,0.0051311
1225,0.00711695
1275,0.0063197
1325,0.00970466
1375,0.00942727
1425,0.00973014
1475,0.010245
1525,0.0143345
1575,0.0267174
1625,0.036147
1675,0.0379415
1725,0.0376022
1775,0.0368485
1825,0.0314715
1875,0.015058
1925,0.0214077
1975,0.0110804
2025,0.00652838
2075,0.00689045
2125,0.00305854
2175,0.00431586
2225,-0.000965328
2275,-0.00713092
2325,-0.00915804
2375,-0.00225583
2425,-0.00493613
2475,-0.0171633
2525,-0.0218905
2575,-0.0248378
2625,-0.0354066
2675,-0.0502692
2725,-0.0579797
2775,-0.0818886
2825,-0.0949287
2875,-0.105313
2925,-0.105014
2975,-0.100331
3025,-0.0887127
3075,-0.0767455
3125,-0.0662569
3175,-0.0510128
3225,-0.0385839
3275,-0.0304119
3325,-0.0220266
3375,-0.0173647
3425,-0.0103603
3475,-0.00796286
3525,-0.00584276
3575,-0.00483178
3625,-0.00412981
3675,-0.00324227
3725,-0.00361129
3775,-0.00214036
3825,-0.00264465
3875,-0.00261426
3925,-0.00224959
3975,-0.00223758
4025,-0.00262955
4075,-0.00253703
4125,-0.00223752
4175,-0.00242071
4225,-0.00205261
4275,-0.00184737
4325,-0.00195331
4375,-0.00168612
4425,-0.00159483
4475,-0.00156593
4525,-0.000880709
4575,-0.00126673
4625,-0.00122283
4675,-0.00101411
4725,-0.00112269
4775,-0.000876277
4825,-0.000665458
4875,-0.000730378
4925,-0.00054332
4975,-0.000885345
5025,-0.000506704
5075,-0.000558848
5125,-0.000331481
5175,-0.000456434
5225,-0.000427093
5275,-0.000344555
5325,-0.00040215
5375,-0.000482298
5425,-0.000231832
5475,-0.000172735
5525,-0.00024233
5575,-0.0003692
5625,9.5575e-05
5675,0.000124123
5725,-5.0569e-05
5775,3.12022e-05
5825,-0.000147376
5875,-0.000121475
5925,-7.25292e-05
5975,1.02026e-05
6025,0.000209293
6075,7.15519e-05
6125,-0.000107084
6175,0.000291186
6225,0.00017021
6275,-3.75181e-05
6325,6.20341e-05
6375,0.000159851
6409.67,-0.000115526
6690.35,1.0547e-05
6970.79,4.2153e-05
7251.04,0.000172247
7531.27,0.000224349
7811.65,0.000282019
8092.45,0.00019033
8373.88,0.000258387
8655.95,0.000378476
8938.65,0.000408984
9222.22,0.000446841
9507.06,0.000475043
9793.87,0.000529631
10083.7,0.000283221
10377.1,0.000190016
10674.3,0.000303272
10974.6,0.000181923
11278.1,0.000311231
11584.5,0.00023863
11893.7,0.000195587
12205.2,0.000139754
12518.6,0.000177695
12834,0.000206974
13151.7,0.000156087
13472.3,0.000227663
13796.1,0.000260778
14123.3,0.000152998
14453.6,0.00013733
14786.5,0.000123909
15121.6,0.000167994
15458.7,0.000164082
15797.8,0.000197878
16139.1,0.000410246
16483.3,0.000309515
16830.8,0.00036336
17181.6,0.000317391
17535.5,0.00050693
17892.6,0.000534768
18254.1,0.000823508
18621.8,0.000662345
18997.3,0.000677224
19381.7,0.000814133
19774.9,0.000839837
20177,0.000825612
20588.7,0.000792038
21010.5,0.000734675
21443.3,0.000815297
21887.6,0.000768427
22343.7,0.000815226
22811.6,0.000701715
23291.5,0.00056198
23784,0.00073272
24290.1,-0.000100884
24810.4,0.000685039
25345.8,0.000532836
25897.4,0.000481576
26467.1,0.000462853
27056.3,0.00067372
27664.2,0.000415711
28290.6,0.000348776
28938,0.000406146
29609.6,0.000384753
30306.9,0.000173079
31030.3,0.00028129
31780.4,0.000191223
32558.4,0.000206785
33365.8,0.000124487
34205.9,1.76224e-05
35087.9,9.42746e-06
36021,-5.09904e-05
37006.8,-7.95242e-05
38047.9,-0.00014581
39155.3,-0.000165407
40334.3,-0.000173323
41583.1,-0.000129587
42906.9,-0.00011696
44312.5,-8.20846e-05
45804,-6.26063e-05
47381.4,-6.09547e-05
49039.3,-3.81523e-05
50772.1,-2.52821e-05
