z,heating_rate
25,-0.207608
75,-0.173309
125,-0.153297
175,-0.136891
225,-0.122237
275,-0.108535
325,-0.0958796
375,-0.083807
425,-0.0723978
475,-0.0614105
525,-0.0509445
575,-0.0408148
625,-0.0311059
675,-0.0216797
725,-0.0126031
775,-0.00377987
825,0.00479418
875,0.0130989
925,0.0211879
975,0.0290049
1025,0.0366772
1075,0.0440668
1125,0.0512742
1175,0.0581693
1225,0.0648635
1275,0.0711208
1325,0.0770955
1375,0.0825261
1425,0.0875172
1475,0.0948291
1525,0.167961
1575,0.382981
1625,0.580333
1675,0.639896
1725,0.574458
1775,0.463678
1825,0.352726
1875,0.263672
1925,0.195623
1975,0.145727
2025,0.107565
2075,0.0746421
2125,0.0485367
2175,0.0282318
2225,0.0110261
2275,-0.00479418
2325,-0.0205059
2375,-0.0357058
2425,-0.0542608
2475,-0.0805162
2525,-0.118256
2575,-0.175797
2625,-0.261162
2675,-0.380128
2725,-0.524184
2775,-0.691621
2825,-0.847802
2875,-0.941893
2925,-0.962616
2975,-0.914995
3025,-0.826859
3075,-0.735331
3125,-0.621452
3175,-0.480618
3225,-0.372128
3275,-0.287195
3325,-0.220454
3375,-0.16522
3425,-0.107665
3475,-0.0762699
3525,-0.0584487
3575,-0.0492621
3625,-0.0419709
3675,-0.0362131
3725,-0.0339617
3775,-0.0322761
3825,-0.0308138
3875,-0.029571
3925,-0.0284706
3975,-0.0274808
4025,-0.0265404
4075,-0.0256159
4125,-0.0246891
4175,-0.0236739
4225,-0.0226007
4275,-0.0214968
4325,-0.0203918
4375,-0.0193092
4425,-0.0182709
4475,-0.0172851
4525,-0.0163377
4575,-0.0154321
4625,-0.0145404
4675,-0.0136779
4725,-0.0128297
4775,-0.0120106
4825,-0.0112178
4875,-0.010493
4925,-0.00980635
4975,-0.00917567
5025,-0.00860035
5075,-0.00804814
5125,-0.00752976
5175,-0.0070402
5225,-0.00658312
5275,-0.00617922
5325,-0.00580388
5375,-0.00543461
5425,-0.00508012
5475,-0.00471973
5525,-0.004376
5575,-0.00405003
5625,-0.00372783
5675,-0.00340679
5725,-0.00309062
5775,-0.00276883
5825,-0.00245487
5875,-0.00213279
5925,-0.00182491
5975,-0.0015241
6025,-0.00121923
6075,-0.000939315
6125,-0.000669157
6175,-0.000410304
6225,-0.00017356
6275,5.14607e-05
6325,0.000229668
6375,0.000355242
6409.67,-0.0017672
6690.35,-0.00123435
6970.79,1.04715e-05
7251.04,0.000857426
7531.27,0.001363
7811.65,0.00165419
8092.45,0.00176586
8373.88,0.0018368
8655.95,0.00194668
8938.65,0.00198059
9222.22,0.00192042
9507.06,0.00178414
9793.87,0.00157215
10083.7,0.00128798
10377.1,0.000996484
10674.3,0.00079461
10974.6,0.0006706
11278.1,0.000588285
11584.5,0.000513837
11893.7,0.000468051
12205.2,0.000449232
12518.6,0.000442774
12834,0.000428349
13151.7,0.000392971
13472.3,0.000348399
13796.1,0.000303105
14123.3,0.000265039
14453.6,0.00024298
14786.5,0.000233141
15121.6,0.0002346
15458.7,0.000236042
15797.8,0.00023396
16139.1,0.000135099
16483.3,0.000120506
16830.8,0.000106971
17181.6,9.85002e-05
17535.5,9.84196e-05
17892.6,9.95652e-05
18254.1,9.49166e-05
18621.8,8.49775e-05
18997.3,7.2887e-05
19381.7,6.64899e-05
19774.9,6.4483e-05
20177,6.37852e-05
20588.7,5.9911e-05
21010.5,5.44886e-05
21443.3,4.93272e-05
21887.6,4.41123e-05
22343.7,3.95512e-05
22811.6,3.59049e-05
23291.5,3.32526e-05
23784,3.01984e-05
24290.1,2.75113e-05
24810.4,2.35533e-05
25345.8,2.07867e-05
25897.4,1.78211e-05
26467.1,1.46524e-05
27056.3,1.2132e-05
27664.2,1.14126e-05
28290.6,9.95354e-06
28938,8.46542e-06
29609.6,6.28229e-06
30306.9,5.27462e-06
31030.3,4.57052e-06
31780.4,3.33865e-06
32558.4,3.25822e-06
33365.8,2.15889e-06
34205.9,1.87188e-06
35087.9,8.25868e-07
36021,-2.27893e-07
37006.8,-4.2656e-07
38047.9,-8.09298e-07
39155.3,-1.12969e-06
40334.3,-1.31895e-06
41583.1,-1.14926e-06
42906.9,-1.19165e-06
44312.5,-1.1853e-06
45804,-9.91849e-07
47381.4,-8.68432e-07
49039.3,-6.82378e-07
50772.1,-4.16162e-07
