z,heating_rate
25,3.10377
75,2.56578
125,2.17727
175,1.89095
225,1.66684
275,1.48708
325,1.32886
375,1.20546
425,1.09172
475,0.99129
525,0.920109
575,0.842612
625,0.784314
675,0.735708
725,0.690236
775,0.64623
825,0.606317
875,0.571696
925,0.54117
975,0.519462
1025,2.23776
1075,0.00397511
1125,0.0165396
1175,-0.00785736
1225,-0.0315736
1275,-0.0300366
1325,-0.0307662
1375,-5.72219
1425,0.16266
1475,0.14995
1525,0.134756
1575,0.12104
1625,0.117554
1675,0.101939
1725,0.0977599
1775,0.0906504
1825,0.0839774
1875,0.0797186
1925,0.0749344
1975,0.0660275
2025,0.0633745
2075,0.0597159
2125,0.0562042
2175,0.051005
2225,0.0482342
2275,0.0451997
2325,0.0420717
2375,0.0365403
2425,0.0350709
2475,0.034848
2525,0.0340452
2575,0.0310253
2625,0.0278741
2675,0.0291791
2725,0.0235598
2775,0.0219489
2825,0.0230897
2875,0.0201959
2925,0.0185428
2975,0.0185723
3025,0.0171851
3075,0.0162208
3125,0.0163029
3175,0.013897
3225,0.0135416
3275,0.0127225
3325,0.0116575
3375,0.0116903
3425,0.0110924
3475,0.00909713
3525,0.00968303
3575,0.0092198
3625,0.00860483
3675,0.00743651
3725,0.006872
3775,0.00777384
3825,0.00549732
3875,0.00580471
3925,0.00616143
3975,0.00522431
4025,0.00518736
4075,0.00494006
4125,0.00460541
4175,0.00399677
4225,0.00372994
4275,0.00346633
4325,0.0038334
4375,0.00388025
4425,0.00299387
4475,0.00347225
4525,0.00215476
4575,0.00277937
4625,0.00269354
4675,0.00191884
4725,0.00173045
4775,0.00228781
4825,0.00171203
4875,0.00194827
4925,0.00227958
4975,0.00125991
