z,heating_rate
25,-0.00172219
75,-0.00160977
125,-0.0010888
175,-0.00123255
225,-0.000722498
275,-0.000587407
325,-0.000439641
375,-0.000643628
425,-0.000575663
475,-0.000290623
525,-6.0116e-05
575,3.55156e-05
625,-0.000149264
675,-0.000103751
725,0.00014309
775,0.000298049
825,0.000449852
875,5.12797e-05
925,0.000263154
975,0.000358842
1025,0.000593876
1075,0.000679988
1125,0.000740046
1175,0.000703246
1225,0.000968304
1275,0.00106707
1325,0.000982044
1375,0.00109694
1425,0.00104193
1475,0.00174905
1525,0.0149398
1575,0.0412842
1625,0.053511
1675,0.0507937
1725,0.0390722
1775,0.0266211
1825,0.0208225
1875,0.0136515
1925,0.0111658
1975,0.00730682
2025,0.00479338
2075,0.00346919
2125,0.00449789
2175,0.00182561
2225,0.00108594
2275,0.00210498
2325,0.0004182
2375,0.000711929
2425,0.00330064
2475,-0.00222533
2525,-0.000725659
2575,-0.000980346
2625,-0.00388507
2675,-0.00184616
2725,-0.00652359
2775,-0.00985627
2825,-0.0124022
2875,-0.0141542
2925,-0.0146931
2975,-0.0138999
3025,-0.0122581
3075,-0.0111467
3125,-0.00905293
3175,-0.00698615
3225,-0.00508447
3275,-0.00389842
3325,-0.00279201
3375,-0.00203343
3425,-0.00129628
3475,-0.000712002
3525,-0.00047353
3575,-0.000369226
3625,-0.000268099
3675,-0.000237625
3725,-0.000228622
3775,-0.00027246
3825,-0.000184377
3875,-9.04177e-05
3925,-0.000159543
3975,-0.000195301
4025,-0.000144313
4075,-0.000118425
4125,-0.000147621
4175,-6.46641e-05
4225,-9.63041e-05
4275,-0.000124032
4325,-9.82359e-05
4375,-5.61173e-05
4425,-8.70074e-05
4475,-8.23404e-07
4525,-3.76938e-06
4575,1.88992e-05
4625,2.39359e-05
4675,3.68678e-05
4725,1.37609e-05
4775,-4.58771e-06
4825,-5.69807e-06
4875,1.61272e-05
4925,4.59947e-06
4975,4.29751e-06
5025,-2.73475e-05
5075,3.67463e-05
5125,3.29764e-05
5175,-9.94914e-06
5225,7.05774e-05
5275,3.88705e-05
5325,5.78153e-05
5375,0.000102452
5425,2.25615e-05
5475,8.60545e-05
5525,7.4993e-05
5575,5.90547e-05
5625,7.2428e-05
5675,0.000133751
5725,7.48461e-05
5775,7.77532e-05
5825,5.63152e-05
5875,0.000149952
5925,0.000117048
5975,0.000100263
6025,0.000123554
6075,0.000134825
6125,7.05329e-05
6175,0.000112074
6225,8.57745e-05
6275,0.000122032
6325,0.000132727
6375,0.000115603
6409.67,4.14605e-05
6690.35,7.14294e-05
6970.79,8.53034e-05
7251.04,9.42136e-05
7531.27,0.000107898
7811.65,0.000108946
8092.45,0.000103771
8373.88,9.93722e-05
8655.95,8.50491e-05
8938.65,8.98428e-05
9222.22,8.47735e-05
9507.06,8.48118e-05
9793.87,7.12262e-05
10083.7,7.9788e-05
10377.1,5.57062e-05
10674.3,6.24108e-05
10974.6,3.70452e-05
11278.1,4.44301e-05
11584.5,2.66612e-05
11893.7,3.6572e-05
12205.2,2.18793e-05
12518.6,2.58887e-05
12834,3.65829e-05
13151.7,2.25123e-05
13472.3,1.79544e-05
13796.1,2.5479e-05
14123.3,1.1013e-05
14453.6,1.05966e-05
14786.5,1.97385e-05
15121.6,1.97771e-05
15458.7,1.88141e-05
15797.8,1.61015e-05
16139.1,-4.88737e-10
16483.3,0
16830.8,0
17181.6,0
17535.5,0
17892.6,0
18254.1,0
18621.8,0
18997.3,0
19381.7,0
19774.9,0
20177,0
20588.7,0
21010.5,3.68393e-08
21443.3,0
21887.6,0
22343.7,0
22811.6,0
23291.5,0
23784,0
24290.1,0
24810.4,0
25345.8,0
25897.4,0
26467.1,0
27056.3,0
27664.2,0
28290.6,0
28938,0
29609.6,0
30306.9,0
31030.3,0
31780.4,0
32558.4,0
33365.8,1.91362e-08
34205.9,0
35087.9,0
36021,0
37006.8,0
38047.9,0
39155.3,1.74253e-08
40334.3,0
41583.1,0
42906.9,-3.04434e-07
44312.5,0
45804,0
47381.4,0
49039.3,0
50772.1,0
