z,heating_rate
25,-0.00913928
75,-0.00797665
125,-0.00646846
175,-0.00673807
225,-0.00583375
275,-0.00518752
325,-0.00444137
375,-0.00342932
425,-0.00374595
475,-0.00284344
525,-0.00217514
575,-0.00197853
625,-0.00138189
675,-0.00107584
725,-0.00106466
775,-0.000581142
825,0.000189734
875,-0.000150238
925,0.000552583
975,0.000961426
1025,0.00145546
1075,0.00177489
1125,0.0012354
1175,0.00248039
1225,0.00236622
1275,0.00276221
1325,0.00223084
1375,0.00370152
1425,0.00300947
1475,0.00398774
1525,0.00655653
1575,0.0168081
1625,0.0282525
1675,0.0350749
1725,0.0346599
1775,0.0341731
1825,0.0208818
1875,0.0172164
1925,0.015288
1975,0.0138387
2025,0.0121653
2075,0.0110382
2125,0.0054526
2175,0.00519545
2225,0.00442826
2275,0.000368998
2325,0.00263738
2375,-0.000407182
2425,0.000441438
2475,-0.00302075
2525,-0.00306359
2575,-0.00702483
2625,-0.0121857
2675,-0.0168296
2725,-0.020069
2775,-0.0298177
2825,-0.0308293
2875,-0.0311713
2925,-0.0331648
2975,-0.0294735
3025,-0.0253586
3075,-0.0239062
3125,-0.0199041
3175,-0.0152014
3225,-0.0119446
3275,-0.00946443
3325,-0.00662771
3375,-0.00519116
3425,-0.00353595
3475,-0.00284806
3525,-0.00219951
3575,-0.00185229
3625,-0.0020926
3675,-0.00190861
3725,-0.00173066
3775,-0.00174381
3825,-0.00144594
3875,-0.00153509
3925,-0.0013559
3975,-0.0013537
4025,-0.00117183
4075,-0.00106601
4125,-0.00108068
4175,-0.000847904
4225,-0.000817393
4275,-0.000609744
4325,-0.000793283
4375,-0.000626912
4425,-0.000690531
4475,-0.000615587
4525,-0.000570203
4575,-0.000359215
4625,-0.000204687
4675,-0.000318534
4725,-0.000295842
4775,-0.000200153
4825,-0.00024583
4875,-0.000160322
4925,6.87679e-05
4975,4.11365e-05
5025,-6.16976e-05
5075,2.54576e-05
5125,0.000111155
5175,0.000195412
5225,2.44055e-05
5275,0.000188068
5325,0.000246887
5375,0.000346332
5425,0.000299429
5475,0.000388421
5525,0.000516787
5575,0.000407354
5625,0.000538311
5675,0.000613143
5725,0.000594939
5775,0.000589521
5825,0.000773887
5875,0.000824636
5925,0.000887045
5975,0.000825804
6025,0.000856681
6075,0.000871519
6125,0.000931778
6175,0.00115763
6225,0.00109713
6275,0.0012312
6325,0.00127499
6375,0.00118373
6409.67,0.000381753
6690.35,0.00104716
6970.79,0.00140051
7251.04,0.00166311
7531.27,0.00206405
7811.65,0.00248942
8092.45,0.00312528
8373.88,0.00353034
8655.95,0.00412308
8938.65,0.00510709
9222.22,0.0055976
9507.06,0.00595194
9793.87,0.00593288
10083.7,0.00556357
10377.1,0.00491954
10674.3,0.00417614
10974.6,0.0033493
11278.1,0.00249149
11584.5,0.00200452
11893.7,0.00161239
12205.2,0.00162611
12518.6,0.00209013
12834,0.00238258
13151.7,0.00225932
13472.3,0.00219901
13796.1,0.00110654
14123.3,0.000736905
14453.6,0.000171749
14786.5,0.000345497
15121.6,0.000300106
15458.7,0.000631814
15797.8,0.000875445
16139.1,0.00113012
16483.3,0.00025324
16830.8,-0.000218287
17181.6,-0.000395874
17535.5,7.19177e-05
17892.6,0.000760586
18254.1,0.00107545
18621.8,0.000702715
18997.3,-0.000575805
19381.7,-0.000690683
19774.9,-0.00018462
20177,0.000436511
20588.7,0.00059452
21010.5,0.000655772
21443.3,-2.83454e-05
21887.6,7.05471e-05
22343.7,-0.000292061
22811.6,-3.36065e-05
23291.5,-4.29471e-05
23784,0.000293032
24290.1,0.000101325
24810.4,0.000144069
25345.8,0.000734037
25897.4,0.000623633
26467.1,-0.000282193
27056.3,-0.000266993
27664.2,1.65684e-07
28290.6,0.000711691
28938,0.000751354
29609.6,0.000129196
30306.9,-0.000133648
31030.3,-1.28277e-05
31780.4,0.000310379
32558.4,0.00067865
33365.8,0.00110849
34205.9,0.00140101
35087.9,5.09139e-05
36021,-0.00130647
37006.8,-0.00178372
38047.9,-0.00261103
39155.3,-0.003953
40334.3,-0.00423997
41583.1,-0.00382762
42906.9,-0.00369291
44312.5,-0.00326151
45804,-0.00274476
47381.4,-0.00225519
49039.3,-0.00162115
50772.1,-0.00111112
