z,heating_rate
25,0.186985
75,-0.265108
125,-0.0335568
175,0.119125
225,-0.00503329
275,0.285228
325,-0.709715
375,0.211404
425,0.238249
475,-0.0822127
525,0.0151003
575,0.00671129
625,0.129192
675,-0.00671125
725,-0.062079
775,-0.104024
825,0.181204
875,-0.515089
925,0.540256
975,-0.0805351
1025,-0.0838906
1075,-0.0302007
1125,0.117447
1175,-0.0234895
1225,0.035234
1275,0.114091
1325,-0.377508
1375,0.30704
1425,0.142614
1475,-0.25335
1525,0.162748
1575,0.0100668
1625,-0.182882
1675,0.100669
1725,-0.208049
1775,0.260061
1825,-0.063757
1875,0.110736
1925,-0.0100669
1975,-0.105702
2025,-0.132547
2075,0.273484
2125,-0.374152
2175,0.241605
2225,0.12248
2275,-0.10738
2325,-0.197982
2375,-0.0234894
2425,0.072146
2475,0.0671125
2525,0.0285229
2575,0.0134225
2625,0.0973132
2675,0.0302006
2725,-0.313751
2775,0.511733
2825,-0.380864
2875,0.152681
2925,-0.098991
2975,-0.233216
3025,0.295295
3075,-0.0604013
3125,-0.167781
3175,-0.109058
3225,0.384219
3275,-0.0687904
3325,0.0687903
3375,-0.135903
3425,0.216438
3475,-0.142614
3525,-0.0922797
3575,0.281873
3625,-0.347307
3675,0.181204
3725,-0.0687904
3775,-0.139258
3825,0.0134225
3875,0.285228
3925,-0.0906019
3975,-0.412742
4025,0.384219
4075,-0.0033556
4125,-0.00671126
4175,-0.0251673
4225,-0.0251671
4275,0.258383
4325,-0.196304
4375,0.0234894
4425,-0.110736
4475,0.0369119
4525,-0.109058
4575,0.169459
4625,0.00167783
4675,-0.164426
4725,-0.156037
4775,0.394286
4825,-0.233216
4875,0.0486566
4925,-0.0553678
4975,0.127514
5025,-0.117447
5075,0.0402675
5125,-0.0134225
5175,0.0838907
5225,-0.026845
5275,0.191271
5325,-0.244961
5375,0.181204
5425,-0.12248
5475,-0.323818
5525,0.325496
5575,-0.0486566
5625,0.0620791
5675,-0.0939575
5725,0.114091
5775,0.0654347
5825,-0.0671126
5875,-0.0755016
5925,0.0453009
5975,-0.0822129
6025,0.110736
6075,-0.0939576
6125,0.300329
6175,-0.0738238
6225,0.0134225
6275,0.112413
6325,-0.0771794
6375,-0.0671125
6409.67,-0.0721136
6690.35,0.0589032
6970.79,-0.0511771
7251.04,-0.0230536
7531.27,-0.0050887
7811.65,0.0314021
8092.45,0.00984913
8373.88,-0.0181605
8655.95,0.0213916
8938.65,-0.0515714
9222.22,0.0534495
9507.06,0.00499353
9793.87,0.0224263
10083.7,-0.00805703
10377.1,-0.0107909
10674.3,0.0188085
10974.6,-0.0127816
11278.1,-0.0272367
11584.5,0.0362315
11893.7,-0.0337736
12205.2,-0.0150338
12518.6,0.0178808
12834,0.00159094
13151.7,0.00368151
13472.3,0.00859436
13796.1,-0.0430362
14123.3,0.0237236
14453.6,-0.00101164
14786.5,-0.031888
15121.6,0.0334435
15458.7,-0.0106714
15797.8,0.00641267
16139.1,0.00710214
16483.3,-0.0016981
16830.8,-0.00264301
17181.6,0.000714033
17535.5,-0.00967834
17892.6,0.00864799
18254.1,0.00230442
18621.8,-0.0122029
18997.3,-0.0253932
19381.7,-0.0112212
19774.9,-0.0101276
20177,-0.0117568
20588.7,0.0116804
21010.5,-0.0092299
21443.3,-0.00401816
21887.6,-0.0124865
22343.7,-0.0192478
22811.6,-0.0035409
23291.5,-0.0112206
23784,-0.0179873
24290.1,-0.00686748
24810.4,-0.0128788
25345.8,-0.00973163
25897.4,-0.01348
26467.1,-0.0165047
27056.3,-0.0130271
27664.2,-0.00856845
28290.6,-0.00580276
28938,-0.0108255
29609.6,-0.00698688
30306.9,-0.00696742
31030.3,-0.00467077
31780.4,-0.00516286
32558.4,-0.00328216
33365.8,-0.00418242
34205.9,-0.00352021
35087.9,-0.00407432
36021,-0.00331928
37006.8,-0.00331885
38047.9,-0.00140982
39155.3,-0.00168684
40334.3,-0.000760054
41583.1,-0.000849673
42906.9,-0.000738071
44312.5,-0.000521658
45804,-0.000546263
47381.4,-0.000621759
49039.3,-0.000148341
50772.1,-4.7421e-05
