z,heating_rate
25,0.624196
75,-0.256565
125,0.658415
175,-0.771153
225,-0.405183
275,0.354534
325,0.274478
375,0.17645
425,-0.256507
475,0.611041
525,-0.74828
575,0.308788
625,-0.0718872
675,-0.119267
725,-0.238534
775,0.196056
825,0.140507
875,0.256506
925,-0.320224
975,0.0751544
1025,-0.0849575
1075,0.109464
1125,0.529351
1175,-1.01786
1225,0.821801
1275,0.356168
1325,-0.764618
1375,0.187887
1425,-0.61104
1475,0.514646
1525,-0.0849576
1575,0.441126
1625,-0.148675
1675,-0.813632
1725,0.932899
1775,-0.0294086
1825,0.372506
1875,-0.398647
1925,-0.375774
1975,0.0931262
2025,-0.00490163
2075,-0.151943
2125,-0.599604
2175,0.398647
2225,-0.284281
2275,0.695998
2325,-0.263041
2375,-0.285915
2425,1.17797
2475,-0.789125
2525,0.578365
2575,-0.846308
2625,0.325126
2675,-0.506478
2725,-0.194422
2775,-0.156845
2825,0.187887
2875,-0.0735208
2925,-0.578365
2975,-0.460731
3025,-0.0212392
3075,-0.741744
3125,-0.540787
3175,-0.642083
3225,-0.705801
3275,-0.508111
3325,-0.323492
3375,-0.513013
3425,-0.388844
3475,-0.377407
3525,-0.390478
3575,-0.418252
3625,-0.630646
3675,-0.470534
3725,-0.686195
3775,-0.0147042
3825,-0.594702
3875,-0.794026
3925,-0.436224
3975,-0.312055
4025,-0.700899
4075,-0.589801
4125,-0.432956
4175,-0.717237
4225,-0.519548
4275,-0.527717
4325,-0.571829
4375,-0.609407
4425,-0.620843
4475,-0.496675
4525,-0.743378
4575,-0.416618
4625,-0.397013
4675,-0.462365
4725,-0.400281
4775,-0.408449
4825,-0.42152
4875,-0.460731
4925,-0.264675
4975,-0.253239
5025,-0.385576
5075,-0.357802
5125,-0.359436
5175,-0.390478
5225,-0.17645
5275,-0.347999
5325,-0.423154
5375,-0.238535
5425,-0.411717
5475,-0.347999
5525,-0.344731
5575,-0.24507
5625,-0.334929
5675,-0.25814
5725,-0.351267
5775,-0.173183
5825,-0.3529
5875,-0.370872
5925,-0.367605
5975,-0.202591
6025,-0.284281
6075,-0.277746
6125,-0.282647
6175,-0.225464
6225,-0.202591
6275,-0.220563
6325,-0.0947603
6375,-0.209126
6409.67,-0.22373
6690.35,-0.300474
6970.79,-0.234893
7251.04,-0.192419
7531.27,-0.134374
7811.65,-0.127264
8092.45,-0.0665539
8373.88,-0.0547915
8655.95,-0.0509189
8938.65,-0.033479
9222.22,-0.0411203
9507.06,-0.0397584
9793.87,-0.0224052
10083.7,-0.0201746
10377.1,-0.0182505
10674.3,-0.00929422
10974.6,-0.00541143
11278.1,-0.00482222
11584.5,-0.00424433
11893.7,-0.00473581
12205.2,0.00130709
12518.6,-0.00363828
12834,-0.00671321
13151.7,-0.00204853
13472.3,-0.00101441
13796.1,-0.000752823
14123.3,-0.0009936
14453.6,-0.00270902
14786.5,-0.0022005
15121.6,-0.000972123
15458.7,-0.00217495
15797.8,0.000480341
16139.1,-0.000238477
16483.3,-0.00165356
16830.8,-0.00163779
17181.6,0.000231768
17535.5,0.000459729
17892.6,-3.73314e-11
18254.1,0.000673189
18621.8,-0.000880207
18997.3,0
19381.7,0
19774.9,-0.00205456
20177,-0.000602545
20588.7,0.000196104
21010.5,-0.000382458
21443.3,-0.000931607
21887.6,-0.000362954
22343.7,-0.000353639
22811.6,-0.000172401
23291.5,0.000168096
23784,-0.000327391
24290.1,0
24810.4,-0.000309654
25345.8,0
25897.4,0
26467.1,0
27056.3,-0.000272803
27664.2,-0.000132439
28290.6,0
28938,0
29609.6,-0.000119361
30306.9,0
31030.3,0
31780.4,-0.000106966
32558.4,0
33365.8,0
34205.9,9.52183e-05
35087.9,0
36021,0
37006.8,0
38047.9,0
39155.3,0
40334.3,0
41583.1,0
42906.9,0
44312.5,0
45804,0
47381.4,0
49039.3,0
50772.1,0
