z,heating_rate
25,2.98202
75,2.44196
125,2.06409
175,1.78931
225,1.5326
275,1.36782
325,1.20594
375,1.08017
425,0.960618
475,0.870218
525,0.778032
575,0.720352
625,0.646776
675,0.594088
725,0.557546
775,0.501039
825,0.467824
875,0.443113
925,0.417847
975,0.390178
1025,1.07503
1075,0.130227
1125,0.117964
1175,0.105577
1225,0.0522797
1275,0.0612739
1325,0.0548021
1375,-2.06819
1425,0.152076
1475,0.149303
1525,0.134268
1575,0.118741
1625,0.108943
1675,0.10691
1725,0.0969273
1775,0.0875002
1825,0.0858978
1875,0.0701235
1925,0.0709862
1975,0.0656248
2025,0.064331
2075,0.0593399
2125,0.054287
2175,0.0488029
2225,0.0476939
2275,0.0441813
2325,0.0420862
2375,0.0396215
2425,0.0351852
2475,0.0332748
2525,0.0333979
2575,0.0290847
2625,0.0248332
2675,0.0284067
2725,0.0242784
2775,0.0233539
2825,0.0227377
2875,0.0205812
2925,0.0176851
2975,0.0208892
3025,0.0163908
3075,0.0171302
3125,0.013618
3175,0.0146039
3225,0.0133098
3275,0.0125707
3325,0.0129402
3375,0.0122009
3425,0.0114613
3475,0.0101673
3525,0.00979753
3575,0.00887325
3625,0.00807222
3675,0.00677819
3725,0.00881173
3775,0.00653169
3825,0.00813389
3875,0.0057923
3925,0.00566904
3975,0.00523769
4025,0.00523772
4075,0.00554582
4125,0.00560744
4175,0.00406693
4225,0.00511444
4275,0.00375887
4325,0.00351229
4375,0.00394374
4425,0.00388204
4475,0.00351241
4525,0.00320432
4575,0.0033891
4625,0.00246477
4675,0.00252638
4725,0.00246483
4775,0.00203348
4825,0.00184867
4875,0.0014173
4925,0.00141727
4975,0.00147891
