z,heating_rate
25,0.0440304
75,-0.394432
125,0.17561
175,0.364761
225,-0.206328
275,0.239888
325,-0.31002
375,0.436336
425,-0.378316
475,0.107495
525,0.102347
575,0.00669569
625,-0.34198
675,-0.0823506
725,0.231533
775,-0.207738
825,0.142022
875,-0.164997
925,0.102347
975,-0.0164237
1025,0.14458
1075,-0.0493702
1125,-0.0653565
1175,0.104957
1225,-0.0461904
1275,0.107696
1325,-0.17505
1375,0.0712742
1425,0.0978562
1475,0.0231756
1525,-0.118129
1575,0.139127
1625,-0.11424
1675,-0.0588161
1725,0.0852127
1775,-0.075928
1825,0.0829029
1875,0.000147615
1925,-0.0715675
1975,0.0527077
2025,0.0296969
2075,0.0296493
2125,-0.0369426
2175,-0.143165
2225,0.180725
2275,-0.0893216
2325,0.0872287
2375,-0.0126284
2425,0.00918504
2475,-0.035406
2525,-0.102082
2575,0.0923569
2625,0.0740924
2675,-0.0558702
2725,-0.0408063
2775,0.00503481
2825,-0.099148
2875,0.0612695
2925,-0.0283713
2975,0.170481
3025,-0.108721
3075,-0.00301264
3125,0.000277016
3175,-0.044355
3225,0.0410818
3275,-0.00267101
3325,0.0453456
3375,0.0264207
3425,0.0092003
3475,-0.0499821
3525,-0.0327011
3575,-0.0343187
3625,-0.0256685
3675,0.0700177
3725,0.00619388
3775,0.0314492
3825,-0.0289461
3875,0.0444223
3925,-0.0591035
3975,0.023137
4025,0.0148521
4075,-0.0226165
4125,-0.0049942
4175,0.0360915
4225,-0.0769104
4275,0.044455
4325,0.0298143
4375,-0.0690243
4425,0.0392208
4475,-0.0126403
4525,0.0427856
4575,-0.051828
4625,0.0202921
4675,0.0545663
4725,-0.06928
4775,-0.0286278
4825,0.0264703
4875,0.0275788
4925,-0.0218137
4975,0.00657071
5025,-0.00410535
5075,0.011108
5125,0.00304292
5175,0.00168383
5225,-0.00602625
5275,-0.0160421
5325,-0.00199973
5375,0.0453029
5425,-0.0309933
5475,-0.0241906
5525,0.0460982
5575,-0.0210831
5625,0.00121546
5675,0.0126439
5725,0.0126229
5775,-0.0382699
5825,0.0245187
5875,0.00818834
5925,-0.041182
5975,0.0274988
6025,-0.00563042
6075,0.0114229
6125,-0.0185035
6175,0.0254526
6225,-0.0159612
6275,0.00171346
6325,-0.00305967
6375,0.035544
6409.67,-0.0220553
6690.35,-0.00656748
6970.79,0.0129389
7251.04,-0.0005867
7531.27,0.00399186
7811.65,-0.00677405
8092.45,0.00400021
8373.88,-0.00124945
8655.95,0.00171515
8938.65,-0.00316592
9222.22,0.00070088
9507.06,0.00206692
9793.87,-0.000788788
10083.7,0.000599946
10377.1,-0.00370363
10674.3,0.00443106
10974.6,-0.00399768
11278.1,0.000269901
11584.5,0.00154426
11893.7,-0.000370839
12205.2,0.00270362
12518.6,-0.0024689
12834,0.00156712
13151.7,-0.00244072
13472.3,0.00102703
13796.1,0.00243319
14123.3,-0.00329898
14453.6,0.0040445
14786.5,-0.00246574
15121.6,0.00023145
15458.7,-0.000664889
15797.8,0.0010951
16139.1,-0.00222146
16483.3,0.00143799
16830.8,-0.000279675
17181.6,-0.00144286
17535.5,0.00272721
17892.6,0.000571308
18254.1,-0.00170354
18621.8,0.00125543
18997.3,-0.00121078
19381.7,7.07539e-05
19774.9,-0.00111508
20177,0.00181587
20588.7,-0.000569473
21010.5,-2.64414e-05
21443.3,0.000574949
21887.6,-0.00136078
22343.7,0.00148382
22811.6,-0.000380608
23291.5,2.80773e-05
23784,-0.000247379
24290.1,-0.000463482
24810.4,0.00059801
25345.8,0.000153296
25897.4,-0.000300462
26467.1,5.4627e-05
27056.3,-0.00013653
27664.2,0.000209047
28290.6,0.000134731
28938,1.08415e-05
29609.6,-0.000270607
30306.9,-9.56236e-05
31030.3,-9.82292e-05
31780.4,0.000375955
32558.4,-7.02626e-05
33365.8,0.000264735
34205.9,0.000245993
35087.9,4.79743e-05
36021,-0.000310152
37006.8,0.00116748
38047.9,9.38516e-05
39155.3,-1.79943e-05
40334.3,3.02295e-05
41583.1,-0.000529389
42906.9,0.00115819
44312.5,-0.000812696
45804,-0.00115001
47381.4,-0.000511928
49039.3,-0.00290964
50772.1,-0.00311011
