z,heating_rate
25,-0.186992
75,-0.120867
125,-0.094943
175,-0.0787516
225,-0.0672552
275,-0.0585324
325,-0.0512969
375,-0.045321
425,-0.0405
475,-0.0365339
525,-0.0333047
575,-0.0305311
625,-0.0281192
675,-0.0260102
725,-0.0240808
775,-0.0222317
825,-0.020329
875,-0.0183808
925,-0.0163308
975,-0.0140449
1025,-0.0115071
1075,-0.00867722
1125,-0.00543198
1175,-0.00176599
1225,0.00247346
1275,0.0072864
1325,0.0128604
1375,0.0191151
1425,0.0261951
1475,0.034122
1525,0.0450047
1575,0.0610622
1625,0.0714598
1675,0.0676116
1725,0.0509914
1775,0.0289607
1825,0.00638063
1875,-0.014337
1925,-0.0327687
1975,-0.0506564
2025,-0.0701494
2075,-0.090942
2125,-0.112102
2175,-0.135124
2225,-0.163616
2275,-0.197138
2325,-0.234832
2375,-0.279831
2425,-0.338819
2475,-0.419023
2525,-0.52565
2575,-0.672697
2625,-0.873589
2675,-1.12585
2725,-1.40362
2775,-1.70635
2825,-1.95937
2875,-2.07594
2925,-2.06134
2975,-1.92878
3025,-1.7364
3075,-1.54647
3125,-1.3208
3175,-1.05334
3225,-0.846166
3275,-0.680798
3325,-0.545269
3375,-0.431297
3425,-0.319296
3475,-0.249419
3525,-0.209171
3575,-0.184806
3625,-0.164518
3675,-0.147147
3725,-0.137519
3775,-0.130193
3825,-0.124635
3875,-0.120789
3925,-0.118217
3975,-0.116449
4025,-0.114975
4075,-0.113449
4125,-0.111369
4175,-0.108402
4225,-0.1045
4275,-0.100011
4325,-0.0952917
4375,-0.0905466
4425,-0.0858767
4475,-0.0813162
4525,-0.0768881
4575,-0.0724959
4625,-0.0681318
4675,-0.0637261
4725,-0.0591972
4775,-0.0547107
4825,-0.0504565
4875,-0.0466619
4925,-0.0433161
4975,-0.0404817
5025,-0.0380347
5075,-0.0357884
5125,-0.0336744
5175,-0.0317772
5225,-0.0302401
5275,-0.0291761
5325,-0.0284418
5375,-0.0277873
5425,-0.0270688
5475,-0.0263121
5525,-0.0256537
5575,-0.0252247
5625,-0.0249112
5675,-0.0245251
5725,-0.0240177
5775,-0.0234364
5825,-0.0227742
5875,-0.022079
5925,-0.0213065
5975,-0.0204888
6025,-0.0196289
6075,-0.0186867
6125,-0.0176328
6175,-0.0165241
6225,-0.0154042
6275,-0.0143282
6325,-0.0133849
6375,-0.0128428
6409.67,-0.0129895
6690.35,-0.0167597
6970.79,-0.0125565
7251.04,-0.00839001
7531.27,-0.00559935
7811.65,-0.00384397
8092.45,-0.00267787
8373.88,-0.00205664
8655.95,-0.00172615
8938.65,-0.00138843
9222.22,-0.00107691
9507.06,-0.000832416
9793.87,-0.000651439
10083.7,-0.000495279
10377.1,-0.00033815
10674.3,-0.000211851
10974.6,-0.000154716
11278.1,-0.000142184
11584.5,-0.00012461
11893.7,-0.000102187
12205.2,-8.49539e-05
12518.6,-6.96672e-05
12834,-6.10486e-05
13151.7,-5.43567e-05
13472.3,-5.11938e-05
13796.1,-4.58165e-05
14123.3,-4.36621e-05
14453.6,-3.99897e-05
14786.5,-3.4517e-05
15121.6,-3.16077e-05
15458.7,-2.81695e-05
15797.8,-2.30365e-05
16139.1,-2.1886e-05
16483.3,-1.92605e-05
16830.8,-1.83856e-05
17181.6,-1.67948e-05
17535.5,-1.34038e-05
17892.6,-1.15762e-05
18254.1,-1.17268e-05
18621.8,-9.30673e-06
18997.3,-9.39092e-06
19381.7,-8.0618e-06
19774.9,-6.49683e-06
20177,-5.88168e-06
20588.7,-4.72394e-06
21010.5,-6.0274e-06
21443.3,-3.16176e-06
21887.6,-2.86936e-06
22343.7,-3.65564e-06
22811.6,-2.42944e-06
23291.5,-2.25491e-06
23784,-2.43517e-06
24290.1,-1.32634e-06
24810.4,-9.87788e-07
25345.8,-1.2862e-06
25897.4,-1.12416e-06
26467.1,-7.50381e-07
27056.3,-8.85849e-07
27664.2,-1.63089e-07
28290.6,-5.55557e-07
28938,-9.15423e-07
29609.6,-1.72819e-09
30306.9,-5.77027e-07
31030.3,-3.12086e-07
31780.4,1.76739e-08
32558.4,-2.63829e-07
33365.8,-2.50985e-07
34205.9,1.40962e-08
35087.9,-2.28361e-07
36021,-2.89185e-07
37006.8,2.0735e-07
38047.9,-2.04557e-07
39155.3,-3.06619e-07
40334.3,-2.58174e-07
41583.1,-1.8908e-07
42906.9,-3.99843e-07
44312.5,-2.81442e-07
45804,-3.18214e-07
47381.4,-4.15204e-07
49039.3,-2.46002e-07
50772.1,-4.5812e-07
