,kext mean,kext std,Batm mean,Batm std,phi mean,phi std,Bsfc mean,Bsfc std,ssa mean,ssa std,asy mean,asy std
0,0.041196081787347794,0.07026506215333939,4.031935691833496,0.47850731015205383,1213312.875,2107835.5,4.959188938140869,0.004543382674455643,0.0003347761230543256,0.004439930897206068,0.007077474147081375,0.058117445558309555
1,0.46867161989212036,0.7817842364311218,1.4573334455490112,0.21402080357074738,5183420.5,8858634.0,1.8981115818023682,0.00230019330047071,3.5246226616436616e-05,0.0005051690968684852,0.007077474147081375,0.058117445558309555
2,4.870527267456055,7.708975315093994,0.3683035373687744,0.05708695203065872,13813069.0,22461772.0,0.49367058277130127,0.0005975647363811731,3.1232905257638777e-06,4.461959906620905e-05,0.007077474147081375,0.058117445558309555
3,30.78473663330078,46.85976028442383,0.005315515678375959,0.0009631624561734498,1283290.75,1997539.0,0.007367408834397793,1.0118965292349458e-05,4.657651118122885e-07,6.605398993997369e-06,0.007077474147081375,0.058117445558309555
4,0.0007940757204778492,0.00416216254234314,6.261985778808594,1.3732649087905884,39540.19921875,194597.265625,9.112406730651855,0.01491017360240221,0.003911069128662348,0.03402373194694519,0.007891790010035038,0.06417972594499588
5,0.00643086526542902,0.01185243297368288,9.088537216186523,1.705675482749939,464801.5625,871938.5,12.600690841674805,0.01824837736785412,0.002238439628854394,0.02260957658290863,0.007891790010035038,0.06417972594499588
6,0.12860076129436493,0.22188183665275574,3.301656484603882,0.608457088470459,3366411.5,5996457.0,4.55015230178833,0.006596808787435293,0.00031289199250750244,0.003908112179487944,0.007891790010035038,0.06417972594499588
7,3.0634396076202393,5.083446025848389,0.25292208790779114,0.040205687284469604,5936137.5,10124723.0,0.33492225408554077,0.0004648276953957975,1.371508915326558e-05,0.0001768729998730123,0.007891790010035038,0.06417972594499588
8,23.748537063598633,37.60162353515625,0.009274645708501339,0.0013849628157913685,1640438.75,2651875.0,0.011875730939209461,1.564696322020609e-05,1.6226341585934279e-06,2.0742563719977625e-05,0.007891790010035038,0.06417972594499588
9,0.000625101150944829,0.0046339803375303745,7.4311203956604,1.9315255880355835,37145.51171875,261785.8125,11.580808639526367,0.02318284474313259,0.00451768608763814,0.037590377032756805,0.009356523863971233,0.07607061415910721
10,0.0022662593983113766,0.00558386230841279,2.5773868560791016,0.7354320287704468,50355.484375,118030.3359375,4.125758171081543,0.008420375175774097,0.003547548782080412,0.03164172172546387,0.009356523863971233,0.07607061415910721
11,0.017598234117031097,0.027033265680074692,0.5599594116210938,0.16276399791240692,88018.6484375,139708.6875,0.8996738791465759,0.0018056104891002178,0.001656101318076253,0.017182189971208572,0.009356523863971233,0.07607061415910721
12,0.1101924329996109,0.16195929050445557,0.04390957951545715,0.01310440618544817,44415.546875,65943.7734375,0.07066169381141663,0.00013469348778016865,0.0004403477068990469,0.005077271722257137,0.009356523863971233,0.07607061415910721
13,0.006780565716326237,0.007327616214752197,2.9778363704681396,0.9202863574028015,175787.125,187887.546875,4.981840133666992,0.01147389691323042,0.00262053101323545,0.025050312280654907,0.01017084438353777,0.08247928321361542
14,0.023996848613023758,0.020158885046839714,1.1325534582138062,0.3510207235813141,239365.71875,204725.640625,1.8988745212554932,0.004403064493089914,0.0015454108361154795,0.01628119684755802,0.01017084438353777,0.08247928321361542
15,0.15724892914295197,0.10343443602323532,0.9686740636825562,0.3001961410045624,1431435.5,944026.75,1.6241716146469116,0.003772823140025139,0.0004477326001506299,0.005255263764411211,0.01017084438353777,0.08247928321361542
16,1.8512520790100098,1.090836763381958,0.08079514652490616,0.02519284375011921,1537645.375,798726.75,0.13570386171340942,0.0003145572845824063,4.689936758950353e-05,0.0005774210439994931,0.01017084438353777,0.08247928321361542
17,0.0003683671820908785,0.003914059605449438,4.1866350173950195,1.4868360757827759,12675.7470703125,132050.109375,7.543941974639893,0.02048668824136257,0.0042491937056183815,0.03489416837692261,0.010785591788589954,0.08726818114519119
18,0.0010195637587457895,0.004028188530355692,2.907697916030884,0.9945431351661682,25666.908203125,94198.828125,5.0806450843811035,0.012549476698040962,0.0036575833801180124,0.03147266060113907,0.010785591788589954,0.08726818114519119
19,0.009277532808482647,0.008515844121575356,0.4573897123336792,0.15610726177692413,39005.2890625,34905.0078125,0.7985467910766602,0.0019397271098569036,0.002150855027139187,0.02128051407635212,0.010785591788589954,0.08726818114519119
20,0.05736371874809265,0.03500095009803772,0.016740858554840088,0.005627097096294165,10047.5,4963.05419921875,0.028928445652127266,7.174222992034629e-05,0.0008680240716785192,0.009776849299669266,0.010785591788589954,0.08726818114519119
21,0.0002663661143742502,0.003140152432024479,7.475805759429932,3.0461902618408203,16725.5625,193880.625,14.489078521728516,0.04408160224556923,0.005128581076860428,0.042218007147312164,0.011940345168113708,0.09628138691186905
22,0.00034613293246366084,0.00420868955552578,2.6686675548553467,1.2396414279937744,8109.70458984375,95311.7421875,5.613943099975586,0.019299229606986046,0.00956309400498867,0.0771220475435257,0.012227830477058887,0.09845297783613205
23,0.00039939492125995457,0.004207625985145569,0.4680854082107544,0.2166559100151062,1880.2017822265625,16689.701171875,0.9796815514564514,0.0034598971251398325,0.00942127127200365,0.07618989795446396,0.012227830477058887,0.09845297783613205
24,0.0005671069375239313,0.004208320286124945,0.1840200275182724,0.0856463834643364,1588.0579833984375,6646.00732421875,0.3905912935733795,0.0015203721122816205,0.009159406647086143,0.0745740532875061,0.012227830477058887,0.09845297783613205
25,0.0004089056747034192,0.004999328404664993,2.199671983718872,1.1005862951278687,7865.1328125,94840.1875,4.889720916748047,0.018580079078674316,0.010892380028963089,0.08752945065498352,0.01234387792646885,0.09929768741130829
26,0.0005629481747746468,0.005027427803725004,0.28104960918426514,0.15730179846286774,1539.357666015625,12595.9189453125,0.6503826975822449,0.0024865842424333096,0.00991857424378395,0.08124469220638275,0.01234387792646885,0.09929768741130829
27,0.0005770357674919069,0.005657385103404522,2.3676984310150146,1.3573722839355469,12951.0966796875,120469.8125,5.781561851501465,0.024634486064314842,0.010971914045512676,0.08881545066833496,0.012501108460128307,0.10046353191137314
28,0.007615292444825172,0.013561530038714409,0.8568217754364014,0.47557589411735535,73465.8515625,138758.890625,2.058330535888672,0.009024047292768955,0.005439454223960638,0.051403895020484924,0.012501108460128307,0.10046353191137314
