,kext,Esc
0,1e-10,1.0
1,1.0841458689358327e-10,1.0
2,1.1753722651306366e-10,1.0
3,1.274274985703132e-10,1.0
4,1.3814999616383238e-10,1.0
5,1.4977474763452e-10,1.0
6,1.6237767391887243e-10,1.0
7,1.7604108438655525e-10,1.0
8,1.90854214400669e-10,1.0
9,2.0691380811147902e-10,1.0
10,2.2432475028984158e-10,1.0
11,2.43200751326795e-10,1.0
12,2.6366508987303556e-10,0.9999998807907104
13,2.8585141796844774e-10,1.0
14,3.099046339199427e-10,1.0
15,3.3598182862837877e-10,1.0
16,3.6425331154496377e-10,0.9999998807907104
17,3.9490372295766935e-10,0.9999998807907104
18,4.281332398719396e-10,0.9999998807907104
19,4.6415888336127727e-10,0.9999998807907104
20,5.032159359259999e-10,0.9999998807907104
21,5.455594781168515e-10,1.0
22,5.914660544591758e-10,0.9999998807907104
23,6.412354795576917e-10,0.9999998807907104
24,6.951927961775591e-10,1.0
25,7.536903980898542e-10,1.0
26,8.171103315457187e-10,1.0
27,8.858667904100832e-10,1.0
28,9.60408821250537e-10,1.0
29,1.0412232560483064e-09,1.0
30,1.1288378916846883e-09,0.9999998807907104
31,1.2238249369681898e-09,1.0
32,1.3268047497147245e-09,0.9999996423721313
33,1.4384498882876659e-09,0.9999998807907104
34,1.5594895040582831e-09,1.0
35,1.6907141034735782e-09,1.0
36,1.8329807108324374e-09,1.0
37,1.9872184654880533e-09,0.9999996423721313
38,2.1544346900318866e-09,0.9999998807907104
39,2.335721469090121e-09,0.9999998807907104
40,2.5322627816988e-09,1.0
41,2.745342233838714e-09,0.9999997615814209
42,2.9763514416313133e-09,0.9999998807907104
43,3.2267991199458117e-09,0.9999996423721313
44,3.4983209357750324e-09,1.0
45,3.792690190732254e-09,0.9999998807907104
46,4.111829402435829e-09,0.9999996423721313
47,4.457822860419715e-09,0.9999997615814209
48,4.832930238571752e-09,0.9999996423721313
49,5.239601353002634e-09,0.9999998807907104
50,5.6804921617284284e-09,0.9999997615814209
51,6.158482110660254e-09,0.9999992847442627
52,6.67669293918757e-09,0.9999994039535522
53,7.2385090681732476e-09,0.9999994039535522
54,7.847599703514623e-09,0.9999995231628418
55,8.507942799627444e-09,0.9999994039535522
56,9.223851039358457e-09,0.9999996423721313
57,1e-08,0.9999991655349731
58,1.084145868935835e-08,0.9999995231628418
59,1.1753722651306367e-08,0.9999995231628418
60,1.274274985703132e-08,0.9999994039535522
61,1.3814999616383237e-08,0.999998927116394
62,1.4977474763452002e-08,0.9999991655349731
63,1.623776739188721e-08,0.9999991655349731
64,1.7604108438655525e-08,0.9999988079071045
65,1.908542144006686e-08,0.9999988079071045
66,2.0691380811147902e-08,0.9999982118606567
67,2.243247502898416e-08,0.9999983310699463
68,2.43200751326795e-08,0.9999988079071045
69,2.6366508987303555e-08,0.9999983310699463
70,2.8585141796844716e-08,0.9999978542327881
71,3.099046339199427e-08,0.9999984502792358
72,3.3598182862837814e-08,0.9999974966049194
73,3.642533115449638e-08,0.999997615814209
74,3.9490372295767015e-08,0.9999984502792358
75,4.281332398719396e-08,0.9999971389770508
76,4.641588833612773e-08,0.9999970197677612
77,5.0321593592599984e-08,0.9999969005584717
78,5.4555947811685146e-08,0.9999973773956299
79,5.9146605445917454e-08,0.9999973773956299
80,6.412354795576917e-08,0.9999959468841553
81,6.951927961775605e-08,0.9999963045120239
82,7.536903980898542e-08,0.9999957084655762
83,8.171103315457186e-08,0.9999939203262329
84,8.858667904100832e-08,0.9999964237213135
85,9.60408821250537e-08,0.9999934434890747
86,1.0412232560483044e-07,0.9999916553497314
87,1.1288378916846883e-07,0.9999933242797852
88,1.2238249369681923e-07,0.9999926090240479
89,1.3268047497147246e-07,0.9999909400939941
90,1.438449888287663e-07,0.9999915361404419
91,1.5594895040582833e-07,0.9999908208847046
92,1.6907141034735783e-07,0.9999890327453613
93,1.8329807108324375e-07,0.9999903440475464
94,1.9872184654880535e-07,0.9999885559082031
95,2.1544346900318822e-07,0.9999849796295166
96,2.3357214690901212e-07,0.9999853372573853
97,2.5322627816987944e-07,0.9999854564666748
98,2.7453422338387144e-07,0.9999842643737793
99,2.976351441631313e-07,0.9999823570251465
100,3.226799119945812e-07,0.9999767541885376
101,3.498320935775032e-07,0.9999783039093018
102,3.792690190732246e-07,0.9999772310256958
103,4.1118294024358283e-07,0.9999723434448242
104,4.4578228604197063e-07,0.9999685287475586
105,4.832930238571752e-07,0.9999692440032959
106,5.239601353002645e-07,0.9999679327011108
107,5.680492161728429e-07,0.9999653100967407
108,6.158482110660254e-07,0.99996018409729
109,6.67669293918757e-07,0.9999593496322632
110,7.238509068173247e-07,0.9999539852142334
111,7.847599703514607e-07,0.9999505281448364
112,8.507942799627444e-07,0.9999487400054932
113,9.223851039358476e-07,0.9999426603317261
114,1e-06,0.9999347925186157
115,1.084145868935835e-06,0.9999337196350098
116,1.1753722651306367e-06,0.9999264478683472
117,1.2742749857031322e-06,0.9999217987060547
118,1.3814999616383208e-06,0.9999117851257324
119,1.4977474763452002e-06,0.9999074935913086
120,1.6237767391887209e-06,0.9998979568481445
121,1.7604108438655526e-06,0.9998942613601685
122,1.908542144006686e-06,0.9998799562454224
123,2.06913808111479e-06,0.9998694658279419
124,2.2432475028984158e-06,0.9998639822006226
125,2.432007513267945e-06,0.999848484992981
126,2.6366508987303555e-06,0.9998351335525513
127,2.8585141796844713e-06,0.999820351600647
128,3.0990463391994267e-06,0.9998108148574829
129,3.359818286283781e-06,0.9997870922088623
130,3.642533115449638e-06,0.9997644424438477
131,3.949037229576702e-06,0.9997537136077881
132,4.281332398719396e-06,0.9997402429580688
133,4.641588833612773e-06,0.999714732170105
134,5.032159359259988e-06,0.9996910095214844
135,5.455594781168514e-06,0.9996621608734131
136,5.914660544591746e-06,0.9996198415756226
137,6.412354795576917e-06,0.9996049404144287
138,6.951927961775606e-06,0.9995729923248291
139,7.536903980898542e-06,0.9995256662368774
140,8.171103315457188e-06,0.9994817972183228
141,8.858667904100815e-06,0.9994462728500366
142,9.60408821250537e-06,0.999407172203064
143,1.0412232560483044e-05,0.999356746673584
144,1.1288378916846883e-05,0.9992847442626953
145,1.2238249369681924e-05,0.9992421865463257
146,1.3268047497147244e-05,0.9991612434387207
147,1.438449888287663e-05,0.999104380607605
148,1.559489504058283e-05,0.9990121126174927
149,1.6907141034735783e-05,0.998954176902771
150,1.8329807108324338e-05,0.9988481998443604
151,1.9872184654880534e-05,0.998771071434021
152,2.1544346900318823e-05,0.9986592531204224
153,2.3357214690901213e-05,0.9985358715057373
154,2.5322627816987948e-05,0.9984149932861328
155,2.7453422338387142e-05,0.998272180557251
156,2.976351441631313e-05,0.9981141090393066
157,3.226799119945805e-05,0.9980032444000244
158,3.498320935775033e-05,0.9978466033935547
159,3.792690190732246e-05,0.9976730346679688
160,4.111829402435829e-05,0.9974290132522583
161,4.457822860419707e-05,0.9971880912780762
162,4.8329302385717524e-05,0.9970042705535889
163,5.239601353002644e-05,0.9967554807662964
164,5.6804921617284286e-05,0.9964615106582642
165,6.158482110660255e-05,0.9961614608764648
166,6.676692939187557e-05,0.995846152305603
